filename,text,confidence
Cars31.png,LB,0.998
Cars310.png,,0.295
Cars311.png,,0.034
Cars312.png,BES,1.0
Cars313.png,NBEYOND,0.977
Cars314.png,,0.305
Cars315.png,GBJ,1.0
Cars316.png,,0.415
Cars317.png,HR26BC5514,0.826
Cars318.png,ALR486,0.955
Cars319.png,,0.254
Cars32.png,,0.296
Cars320.png,2662,1.0
Cars321.png,,0.263
Cars322.png,700V,0.932
Cars323.png,TN99F2378,0.985
Cars324.png,V2LAF,0.602
Cars325.png,,0.0
Cars326.png,,0.353
Cars327.png,PGMNII2,0.504
Cars328.png,IMAU555,0.965
Cars329.png,,0.423
Cars33.png,0X65,0.828
Cars330.png,,0.0
Cars331.png,,0.261
Cars332.png,DZIZYXR,0.827
Cars333.png,MH20EJ0364,0.995
Cars334.png,E8OLA,0.509
Cars335.png,INOTACOP,0.694
Cars336.png,,0.353
Cars337.png,,0.0
Cars338.png,,0.0
Cars339.png,,0.355
Cars34.png,DLZCN5617,0.887
Cars340.png,YXSFYL,0.609
Cars341.png,,0.236
Cars342.png,,0.291
Cars343.png,,0.364
Cars344.png,GOOGLE,0.999
Cars345.png,,0.261
Cars346.png,3380,1.0
Cars347.png,,0.0
Cars348.png,,0.292
Cars349.png,,0.349
Cars35.png,,0.17
Cars350.png,,0.0
Cars351.png,,0.449
Cars352.png,,0.0
Cars353.png,3380,1.0
Cars354.png,,0.0
Cars355.png,BKTP665,0.995
Cars356.png,BSMART2,0.948
Cars357.png,,0.063
Cars358.png,,0.292
Cars359.png,,0.0
Cars36.png,MIDLYPH,0.999
Cars360.png,,0.126
Cars361.png,WASHINGTON,0.999
Cars362.png,,0.0
Cars363.png,,0.14
Cars364.png,,0.027
Cars365.png,TN21BZ0768,0.669
Cars366.png,,0.438
Cars367.png,GOOGLE,0.981
Cars368.png,,0.465
Cars369.png,15LK10898,0.921
Cars37.png,FAST,0.999
Cars370.png,,0.312
Cars371.png,,0.153
Cars372.png,HRZGCE1485,0.887
Cars373.png,,0.435
Cars374.png,,0.285
Cars375.png,,0.186
Cars376.png,B2228HM,0.998
Cars377.png,,0.48
Cars378.png,,0.166
Cars379.png,9239,0.997
Cars38.png,OHGBCKY,0.879
Cars380.png,,0.0
Cars381.png,22089563,0.529
Cars382.png,CRAIG,0.999
Cars383.png,,0.0
Cars384.png,,0.249
Cars385.png,OCT,0.824
Cars386.png,AB44887,0.815
Cars387.png,HR26AZ5927,0.915
Cars388.png,,0.228
Cars389.png,AB44887,0.836
Cars39.png,KH15808877,0.691
Cars390.png,,0.0
Cars391.png,,0.312
Cars392.png,G49,0.9
Cars393.png,M,0.993
Cars394.png,,0.456
Cars395.png,,0.0
Cars396.png,EREAP3R,0.929
Cars397.png,9214,0.855
Cars398.png,M,0.819
Cars399.png,AWD,0.766
Cars4.png,BES,1.0
Cars40.png,,0.29
Cars400.png,,0.392
Cars401.png,HR26BC5514,0.977
Cars402.png,5G051,0.525
Cars403.png,,0.0
Cars404.png,,0.323
Cars405.png,,0.228
Cars406.png,1268,0.994
Cars407.png,,0.0
Cars408.png,,0.0
Cars409.png,,0.12
Cars41.png,INTZDBG,0.56
Cars410.png,VIRGINIA,0.672
Cars411.png,VIPER,1.0
Cars412.png,LR33TEE,0.969
Cars413.png,,0.0
Cars414.png,,0.0
Cars415.png,MH12NE8922,0.912
Cars416.png,172,0.979
Cars417.png,BAD231,0.997
Cars418.png,0X65,0.897
Cars419.png,9239,0.999
Cars42.png,,0.48
Cars420.png,,0.185
Cars421.png,,0.0
Cars422.png,,0.463
Cars423.png,P3RVP,0.83
Cars424.png,2784,1.0
Cars425.png,G526JHD,0.608
Cars426.png,CRAIG,0.998
Cars427.png,,0.25
Cars428.png,DZIZYXR,0.802
Cars429.png,KAISER,0.917
Cars43.png,MH20B020,0.51
Cars430.png,,0.471
Cars431.png,KL,0.973
Cars432.png,DL49AK49,0.978
Cars44.png,IND,0.997
Cars45.png,,0.034
Cars46.png,9239,0.999
Cars47.png,,0.0
Cars48.png,ALR486,0.897
Cars49.png,,0.068
Cars5.png,,0.0
Cars50.png,BES,1.0
Cars51.png,YESB0S5,0.587
Cars52.png,,0.437
Cars53.png,CHIOOSE,0.97
Cars54.png,LIK378,0.593
Cars55.png,9214,0.999
Cars56.png,IND,0.82
Cars57.png,BKHL324,0.945
Cars58.png,,0.205
Cars59.png,,0.0
Cars6.png,VIRGINIA,1.0
Cars60.png,802HN,0.927
Cars61.png,,0.326
Cars62.png,KATTUP,0.728
Cars63.png,,0.208
Cars64.png,TAXI,0.999
Cars65.png,,0.31
Cars66.png,9214,0.996
Cars67.png,MHJ4BN7077,0.559
Cars68.png,,0.156
Cars69.png,KWD,0.993
Cars7.png,YSX213,0.539
Cars70.png,,0.0
Cars71.png,,0.0
Cars72.png,DL7CN5617,0.738
Cars73.png,TN99F2378,0.985
Cars74.png,CZIZKOD,0.63
Cars75.png,,0.0
Cars76.png,EA,1.0
Cars77.png,HR26CU6799,0.524
Cars78.png,KL54A2670,0.826
Cars79.png,LGETOIL,0.541
Cars8.png,G526JHD,0.654
Cars80.png,BAD231,0.994
Cars81.png,,0.0
Cars82.png,,0.156
Cars83.png,,0.365
Cars84.png,HR26BC5514,0.787
Cars85.png,,0.175
Cars86.png,MH140X9937,0.969
Cars87.png,,0.0
Cars88.png,,0.0
Cars89.png,,0.0
Cars9.png,MHO14V8866,0.547
Cars90.png,,0.0
Cars91.png,,0.009
Cars92.png,,0.245
Cars93.png,,0.0
Cars94.png,NBEYOND,0.999
Cars95.png,,0.448
Cars96.png,PGMNII2,0.504
Cars97.png,KA,1.0
Cars98.png,,0.471
Cars99.png,2662,1.0
