filename,text,confidence
Cars427.png,0001,85.0
Cars428.png,YXR,89.0
Cars429.png,KAISER,96.0
Cars432.png,|,92.0
Cars44.png,DL2C,67.0
Cars44.png,AG,74.0
Cars46.png,9239,88.0
Cars48.png,ALR,95.0
Cars48.png,486,95.0
Cars53.png,CHIO,66.0
Cars53.png,OSE,70.0
Cars57.png,324,72.0
Cars58.png,MH,67.0
Cars58.png,01,79.0
Cars58.png,DB,63.0
Cars58.png,0001,63.0
Cars62.png,tg,61.0
Cars64.png,TAX!,86.0
Cars72.png,5617,93.0
Cars73.png,2378,83.0
Cars74.png,CZi7,70.0
Cars74.png,KOD,85.0
Cars75.png,—,65.0
Cars79.png,|,83.0
Cars8.png,G526,83.0
Cars8.png,JHD,88.0
Cars80.png,ABAD,69.0
Cars80.png,231!,62.0
Cars82.png,UF,65.0
Cars83.png,UUL,62.0
Cars84.png,"""HR",83.0
Cars84.png,26,90.0
